strategy_name,family,horizon_hours,threshold_label,min_entry_abs_ret_60m_slot_percentile,timing_regime,topic_bucket,symbol,trade_count,win_rate,median_r,mean_r,total_r,profit_factor,median_entry_abs_return,median_entry_abs_ret_60m_slot_percentile,contained_within_0_5x_shock_rate_24h,contained_within_1_0x_shock_rate_24h,median_adverse_extension_units_24h,median_favorable_extension_units_24h,contained_within_0_5x_shock_rate_72h,contained_within_1_0x_shock_rate_72h,median_adverse_extension_units_72h,median_favorable_extension_units_72h
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,war_geopolitics,UNG,149,0.5369127516778524,0.5384615384615384,-0.16323641074009324,-24.32222520027389,0.6349654012798993,0.004129793510324609,0.5384615384615384,0.18120805369127516,0.2751677852348993,2.799999999999936,3.777777777777782,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,war_geopolitics,USO,152,0.5723684210526315,0.5384615384615384,-0.10400714047984834,-15.809085352936947,0.7431322161559716,0.0035556972312932866,0.6350567465321564,0.20394736842105263,0.2894736842105263,3.21090909090911,3.194124423963149,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,oil_gas_energy,GLD,23,0.6086956521739131,0.5384615384615384,-0.040684796703943434,-0.935750324190699,0.889060285543371,0.0010498815831236907,0.38461538461538464,0.13043478260869565,0.2608695652173913,3.405405405405339,8.347826086956385,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,oil_gas_energy,QQQ,23,0.5652173913043478,0.5384615384615384,-0.08528701701392424,-1.9616013913202575,0.7811103947091237,0.0010894991508316743,0.43548387096774194,0.21739130434782608,0.34782608695652173,3.079681274900371,4.212264150943364,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,oil_gas_energy,SLV,24,0.5833333333333334,0.5384615384615384,-0.06095715878324595,-1.4629718107979028,0.8374734607218678,0.0015431483169972005,0.4587641866330391,0.20833333333333334,0.2916666666666667,4.357142857142892,7.7857142857143415,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,oil_gas_energy,SPY,24,0.75,0.5384615384615384,0.13044210013679106,3.130610403282985,1.521768400547164,0.0013682420137902662,0.6299007444168734,0.20833333333333334,0.375,2.4656618610751124,4.003000295803819,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,oil_gas_energy,UNG,23,0.5652173913043478,0.5384615384615384,-0.1304347826086957,-3.000000000000001,0.7,0.005123825789923098,0.7538461538461538,0.17391304347826086,0.21739130434782608,3.3846153846153606,4.444444444444455,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,oil_gas_energy,USO,24,0.6666666666666666,0.5384615384615384,0.05128205128204638,1.2307692307691132,1.1702127659574273,0.003890474203133154,0.7,0.20833333333333334,0.375,2.421296296296333,2.414285714285665,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,fed_inflation_rates,GLD,46,0.5434782608695652,0.5384615384615384,-0.14193143812708583,-6.528846153845949,0.6734006734006804,0.001696297825338866,0.5156368221941993,0.15217391304347827,0.21739130434782608,3.4796650717700635,2.07601038190586,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,fed_inflation_rates,QQQ,46,0.45652173913043476,-1.0,-0.29345128924371694,-13.498759305210978,0.4558367510253065,0.001322994577975023,0.5242503259452412,0.13043478260869565,0.1956521739130435,3.5419856459330727,1.870180475799855,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,fed_inflation_rates,SLV,44,0.5,-0.0004662004662194241,-0.20024221726125033,-8.810657559495015,0.5700784718904658,0.004016064257028051,0.5556116015132408,0.11363636363636363,0.22727272727272727,4.041666666666705,1.843445692883886,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,fed_inflation_rates,SPY,46,0.5,-0.38631221719457975,-0.23915026686044133,-11.000912275580301,0.5196914875481315,0.0011246996100329198,0.5752986940816893,0.17391304347826086,0.21739130434782608,3.4625668449196887,1.5362566629789989,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,fed_inflation_rates,UNG,45,0.6,0.5384615384615384,-0.03566820578314748,-1.6050692602416365,0.8950755240443925,0.005405405405405239,0.5409836065573771,0.1111111111111111,0.2,2.666666666666568,3.3999999999999857,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,fed_inflation_rates,USO,43,0.5348837209302325,0.5384615384615384,-0.16015441107239728,-6.886639676113083,0.6418947368421152,0.002192982456140413,0.47540983606557374,0.09302325581395349,0.16279069767441862,5.071428571428608,4.830188679245277,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,immigration_border,GLD,83,0.6265060240963856,0.5384615384615384,-0.013895917248461087,-1.1533611316222703,0.9604381420579589,0.0016239158516331287,0.5833333333333334,0.12048192771084337,0.25301204819277107,3.4285714285714026,3.099999999999905,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,immigration_border,QQQ,84,0.5357142857142857,0.45557029177720887,-0.15944338116663723,-13.393244017997526,0.6322734586549247,0.0014104259057358126,0.5353598014888337,0.10714285714285714,0.21428571428571427,2.276341305753017,2.9682121476677352,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,immigration_border,SLV,82,0.7560975609756098,0.5384615384615384,0.16230825833474669,13.309277183449227,1.6948618609832884,0.0021183060730423087,0.5125706214689265,0.17073170731707318,0.3170731707317073,2.480769230769009,5.875000000000067,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,immigration_border,SPY,83,0.6265060240963856,0.5384615384615384,-0.04358463956159104,-3.6175250836120565,0.8833056424641273,0.0012627591286962225,0.5483870967741935,0.1927710843373494,0.3493975903614458,2.2545454545451915,3.301886792452764,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,immigration_border,UNG,80,0.6,0.5384615384615384,-0.07118089710800793,-5.694471768640634,0.8181515477065529,0.003626656848306431,0.5169491525423728,0.2125,0.3125,3.061538461538454,4.212121212121167,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,immigration_border,USO,81,0.654320987654321,0.5384615384615384,0.003173279596043631,0.2570356472795341,1.009179844545698,0.0023041474654377225,0.5573770491803278,0.19753086419753085,0.3333333333333333,2.090909090909138,5.142857142857114,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,domestic_politics_attacks,GLD,93,0.6236559139784946,0.5384615384615384,-0.03014303311818709,-2.8033020799913997,0.9126565750713908,0.0008862025086348035,0.3770491803278688,0.12903225806451613,0.23655913978494625,4.444444444445743,6.181818181818816,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,domestic_politics_attacks,QQQ,95,0.5684210526315789,0.5384615384615384,-0.12553882637535196,-11.926188505658438,0.7004587188023643,0.0013353084771224877,0.53125,0.17894736842105263,0.24210526315789474,3.8188976377953483,3.49374999999997,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,domestic_politics_attacks,SLV,93,0.5483870967741935,0.5384615384615384,-0.15833365624406584,-14.725030030698123,0.6378739704324832,0.0020366598778003286,0.4576271186440678,0.16129032258064516,0.26881720430107525,3.3999999999999146,4.636363636363642,,,,
fade_credit_24h,credit_spread_proxy,24,all,0.0,immediate,domestic_politics_attacks,SPY,93,0.6021505376344086,0.5384615384615384,-0.08153271640307125,-7.582542625485626,0.7896786128175197,0.0009284028324154647,0.47540983606557374,0.16129032258064516,0.22580645161290322,3.5666666666656437,3.6025641025637793,,,,
